OBJECTID,FOLIO,ID,NAME,CAMPUS,ADDRESS,UNIT,CITY,ZIPCODE,PHONE,EMAIL,TYPE,GRADES,CAPACITY,ENROLLMNT,REGION,LAT,LON,POINT_X,POINT_Y,CREATED BY,CREATED DATE,MODIFIED BY,MODIFIED DATE,GlobalID,x,y
78,0431060580010,7111,Hialeah Senior High, ,251 E 47th St, ,Hialeah,33013,305-822-1500,,S,9-12,3315,1666,N,25.86544,-80.27776,893660.87471693,557438.249352761,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:00:48 PM,1f1c4122-2f38-456a-91e6-375e7a2a5e13,-8936479.3929,2982425.4837
79,3050300000133,9235,Transportation Center Southwest,Southwest,15501 SW 117th Ave, ,Miami-Dade,33177,305-234-0046,,A,0,0,0, ,25.62386,-80.38072,860213.998269781,469460.939318828,E316899,6/11/2020 9:42:54 AM,E316899,4/5/2023 11:37:12 AM,7c5b0464-0fc2-4015-912f-8cf87382a18f,-8947941.5261,2952569.1034
80,0131140460020,2501,Holmes Elementary, ,1175 NW 67th St, ,Miami,33150,305-836-3421,,E,PK-5,572,385,C,25.83604,-80.21618,913975.328495849,546866.594686918,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:02:50 PM,eb0065c0-1f34-4cde-9475-959e06a196f8,-8929624.1148,2978788.1709
81,3022190001190,2911,Linda Lentin K-8 Center, ,14312 NE 2nd Ct, ,Miami-Dade,33161,305-891-4011,,E,PK-8,1072,611,N,25.90685,-80.19435,920996.000502389,572648.812438928,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 10:00:12 AM,7e5c926c-99e6-4cdc-8218-70897ec57acd,-8927194.6245,2987549.2088
82,3031030000020,8121,C.O.P.E. Center North, ,9950 NW 19th Ave, ,Miami-Dade,33147,305-836-3300,,ALT,6-12,378,29,AC,25.86577,-80.23045,909216.124907419,557646.624648958,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:37:28 AM,d59ccf5b-e3b3-4fa3-a482-a6f20ad966cd,-8931213.3769,2982466.3355
83,0531200000350,3900,Family Empowerment Scholarship,Federal & State Compliance Office,489 East Dr, ,Miami Springs,33166,305-883-5323,,A,0,0,0, ,25.81112,-80.27254,895486.02211063,537703.940982386,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 1:29:14 PM,f6892cd7-a8d3-4682-80fc-a313781efd9e,-8935898.5272,2975706.8301
84,3530190010090,9574,Central Region Office,Former Doral Middle,5005 NW 112th Ave, ,Doral,33178,305-499-5050,,A, 0,0,0, ,25.81949,-80.37661,861234.649022732,540569.730425052,E316899,6/11/2020 9:42:54 AM,E316899,11/18/2021 1:42:12 PM,eaad53d1-b4a5-409e-9e39-b56e52eb78f0,-8947483.2731,2976741.654
85,3050050041640,2641,Kendale Elementary, ,10693 SW 93rd St, ,Miami-Dade,33176,305-274-2735,,E,PK-5,724,347,S,25.68314,-80.36618,864904.236738149,491028.116554916,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:26:52 PM,384f5de9-5922-44d0-95f1-23cec16ff38c,-8946322.1055,2959889.4094
86,3040150172000,0201,Banyan Elementary, ,3060 SW 85th Ave, ,Miami-Dade,33155,305-221-4011,,E,PK-5,540,345,C,25.74118,-80.33393,875417.68749994,512176.531294614,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:04:13 AM,5af9b888-bd45-4106-b689-682b498c7e50,-8942732.5068,2967060.8363
87,0420280010500,5051,Ernest R. Graham K-8 Center, ,7330 W 32nd Ave, ,Hialeah,33018,305-825-2122,,E,PK-8,1489,958,N,25.88798,-80.34864,870312.389575187,565507.929744281,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 1:25:24 PM,82db33f6-c5a8-499a-9e1d-ca8088f22a1f,-8944369.6483,2985213.9311
88,1540120130010,5441,Sylvania Heights Elementary, ,5901 SW 16th St, ,West Miami,33155,305-266-3511,,E,PK-5,826,554,C,25.75711,-80.29249,889027.626456615,518036.583524071,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:54:01 PM,37b57ea7-1e20-4048-a090-8cbdc27e7ad5,-8938119.5213,2969029.3481
89,3050320001480,3541,Robert Russa Moton Elementary, ,18050 Homestead Ave, ,Miami-Dade,33157,305-235-3612,,E,K-5,679,165,S,25.60216,-80.35587,868443.286213446,461612.744495519,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 10:52:58 AM,abf6cb76-d956-4201-869a-7834f061d9c2,-8945174.2775,2949890.1024
90,0141110280020,1121,Coral Way K-8 Center, ,1950 SW 13th Ave, ,Miami,33145,305-854-0515,,E,PK-8,1374,1031,C,25.75368,-80.21778,913626.364655524,516930.717795037,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:52:16 AM,58fe3c5f-469d-46a2-b349-1f0dffb26693,-8929802.4025,2968606.0473
91,3021250000220,2241,Gratigny Elementary, ,11905 N Miami Ave, ,Miami-Dade,33168,305-681-6685,,E,PK-5,686,447,N,25.88507,-80.198,919844.185333315,564723.23879955,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:25:33 PM,e26dc49c-d1ec-44ee-ae0a-a7f75e81aa0c,-8927601.0639,2984853.4366
92,0131130790010,9913,MDCPS Police Center, ,6100 NW 2nd Ave, ,Miami,33127,305-757-7708,,A,0,0,0, ,25.83184,-80.20071,919071.114740595,545370.102141522,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:47:39 PM,c53bea96-e63a-456a-a9c5-0cab32ab97da,-8927902.6646,2978268.5287
93,3049290010621,1691,Christina M. Eve PLC - N,PLC-N,16251 SW 72nd St, ,Miami-Dade,33193,305-383-9392,,PLC,0,0,0,S,25.6991,-80.4551,835592.811686851,496697.978704192,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 1:03:49 PM,485ee9a4-10c8-4dab-b47d-267c9e353899,-8956221.5965,2961860.8878
94,3031100000180,8139,D.A. Dorsey Technical College, ,7100 NW 17th Ave, ,Miami-Dade,33147,305-693-2490,,O,0,0,0,C,25.83956,-80.22566,910849.235692937,548129.007744096,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 1:17:25 PM,c6fea7c6-5f4a-47c4-b85a-de67018dca71,-8930679.5424,2979224.0444
95,3421050065290,3241,Miami Gardens Elementary, ,4444 NW 195th St, ,Miami Gardens,33055,305-625-5321,,E,PK-5,412,264,N,25.95033,-80.27531,894295.89398152,588298.015653506,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:21:02 AM,fa2ce6fb-cd37-4e49-8bfa-1d23f639b975,-8936206.6982,2992931.4046
96,3421150010550,6591,North Dade Center Middle, ,1840 NW 157th St, ,Miami Gardens,33054,305-624-8415,,M,6-8,797,328,N,25.91677,-80.23161,908727.687402964,576180.739482217,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:29:55 AM,9512d413-5a49-4633-a7ee-dab6a91832f0,-8931341.9744,2988776.8536
97,3039520342480,1371,Marjory Stoneman Douglas PLC-F, ,650 NW 132nd Ave, ,Miami-Dade,33182,305-222-4822,,PLC,0,0,0,S,25.77351,-80.40939,850524.907188758,523807.575657442,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:45:59 PM,fe366701-90f6-41fe-aab3-d9db9d61b8b5,-8951132.7791,2971056.4345
98,1078130000360,0921,Neva King Cooper Educational Center, ,151 NW 5th St, ,Homestead,33030,305-247-4307,,SPC,PK-12,0,94,S,25.47452,-80.48044,827571.312799379,415044.609028146,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:40:18 AM,afdd1af0-bce2-4b3a-a81c-509d911645c6,-8959041.3892,2934143.3017
99,3350220000860,1041,Coral Reef Elementary, ,7955 SW 152nd St, ,Palmetto Bay,33157,305-235-1464,,E,PK-5,932,693,S,25.62981,-80.3225,879388.223951638,471717.389624931,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:51:00 AM,05af1fbb-1c40-4daf-b14d-586c14dfeb53,-8941459.9443,2953303.7219
100,2720290220010,2111,Hialeah Gardens Elementary PLC- B, ,9749 NW 127th Ter, ,Hialeah Gardens,33018,305-818-7976,,PLC,0,0,0,N,25.88979,-80.35737,867437.143748507,566153.366160877,E316899,6/11/2020 9:42:54 AM,E316899,3/17/2023 3:53:15 PM,d897e080-4972-4845-adaa-4f31792c1142,-8945342.083,2985438.4838
101,0940260000050,5241,South Miami K-8 Center, ,6800 SW 60th St, ,South Miami,33143,305-667-8847,,E,PK-8,788,502,C,25.71397,-80.30592,884691.198164579,502335.552085444,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:48:49 PM,34c3212d-811d-4104-ad74-0c4914daac55,-8939614.0598,2963698.9245
102,0232270000100,7201,Miami Beach Senior High, ,2231 Prairie Ave, ,Miami Beach,33139,305-532-4515,,S,9-12,2354,2090,N,25.79875,-80.13311,941386.24896938,533483.437682457,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:13:34 AM,2d4daf70-1ce9-44cd-953c-66accab67a03,-8920377.5791,2974176.5158
103,3220210231530,0091,Bob Graham Education Center PLC-H, ,8875 NW 143rd St, ,Miami Lakes,33018,305-231-8778,,PLC,0,0,0,N,25.90372,-80.34395,871824.219336592,571237.983125612,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 12:35:52 PM,14fa56a5-457f-40fa-8210-bf8cbffeeeeb,-8943848.0694,2987162.1639
104,0431170090010,2361,Hialeah Elementary, ,550 E 8th St, ,Hialeah,33010,305-888-6709,,E,PK-5,886,709,C,25.82923,-80.27051,896117.38236722,544288.556924514,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:41:56 PM,928d1ecf-d05f-4127-9776-aada7fee090a,-8935672.5466,2977945.9275
105,0131140590010,4171,Orchard Villa Elementary, ,5720 NW 13th Ave, ,Miami,33142,305-754-0607,,E,PK-5,723,278,C,25.82778,-80.21905,913048.750830986,543859.03935612,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:40:32 AM,a94d7df4-6634-4653-b58c-ce23f8fa0d59,-8929943.7358,2977766.698
106,0430020000050,7049,Westland Hialeah Senior High, ,4000 W 18th Ave, ,Hialeah,33012,305-818-3000,,S,9-12,1749,1175,N,25.85792,-80.31894,880132.394192331,554632.526470147,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:13:15 PM,d5ad2069-592e-46e6-8064-ea6bb8550467,-8941063.8927,2981495.153
107,3012340010301,0231,Aventura Waterways K-8 Center, ,21101 NE 26th Ave, ,Miami-Dade,33180,305-933-5200,,E,K-8,2099,2054,N,25.97057,-80.14945,935604.805123992,595903.591596588,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 10:58:21 AM,8571720f-14a5-4336-a047-980fe805d77f,-8922196.6407,2995437.3665
108,3059020051100,0671,Calusa Elementary, ,9580 W Calusa Club Dr, ,Miami-Dade,33186,305-385-0589,,E,PK-5,792,692,S,25.67903,-80.41225,849736.980404023,489465.518409461,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:37:02 AM,c111fae5-5f68-4507-bff6-c0c8249f17f8,-8951451.0304,2959382.1786
109,3421160000010,2161,Golden Glades Elementary, ,16520 NW 28th Ave, ,Miami Gardens,33054,305-624-9641,,E,PK-5,438,211,N,25.92504,-80.24711,903615.0627582,579155.312284991,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:25:10 PM,186dcdae-dd87-4e73-8eb5-cccd80542547,-8933067.6058,2989799.839
110,1079080000460,7021,Center For International Education: A Cambridge A S, ,900 NE 23rd Ave, ,Homestead,33033,305-248-7911,,S,9-12,942,381,S,25.47822,-80.4455,839092.423338108,416433.000965439,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:40:24 AM,1f084cb4-b9da-4c20-a812-b1dd55df2d32,-8955151.9688,2934598.5957
111,3059270302080,2151,Jack D. Gordon Elementary Manatee PLC-T, ,15551 SW 142nd Ave, ,Miami-Dade,33177,305-234-4863,,PLC,0,0,0,S,25.62287,-80.42221,846544.959153049,469038.662198432,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 11:53:40 AM,0950eab7-2b56-466a-bfaf-4a09b9317009,-8952560.0507,2952446.6382
112,3031090000210,6391,Madison Middle, ,3400 NW 87th St, ,Miami-Dade,33147,305-836-2610,,M,6-8,832,456,C,25.85236,-80.25328,901736.382180452,552729.823876381,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 10:15:44 AM,661ab4fc-4ebd-40e9-8fa3-0b3c45a676a0,-8933754.8074,2980807.6527
113,0131330170010,2661,Kensington Park Elementary, ,711 NW 30th Ave, ,Miami,33125,305-649-2811,,E,PK-5,1424,967,C,25.78061,-80.24328,905175.154663652,526668.120940104,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:27:22 PM,e890b141-eac0-47d6-987f-35b29ea06c8e,-8932641.617,2971934.3001
114,3079060010050,0161,Avocado Elementary, ,16969 SW 294th St, ,Miami-Dade,33030,305-247-4942,,E,PK-3,869,670,S,25.49404,-80.46612,832266.096547753,422155.83412277,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:04:05 AM,baf59232-7639-451d-be88-b142506b88d5,-8957447.6449,2936549.8584
115,1078130000210,6251,Homestead Middle, ,650 NW 2nd Ave, ,Homestead,33030,305-247-4221,,M,6-8,860,540,S,25.47635,-80.48187,827093.953694936,415707.387908764,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:02:54 PM,e20ab13a-84e3-4457-8cd1-8cccd0a8b6a0,-8959201.5911,2934368.7992
116,3530070290010,4011,Dr. Toni Bilbao Preparatory Academy, ,8905 NW 114th Ave, ,Doral,33178,305-863-5750,,E,PK-8,1084,573,C,25.85408,-80.38253,859227.40806086,553131.324292749,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 12:09:11 PM,ab3d991f-28ad-4f63-b8c8-766b852b0032,-8948142.535,2981019.3996
117,3421020170010,4001,Norwood Elementary, ,19810 NW 14th Ct, ,Miami Gardens,33169,305-653-0068,,E,PK-5,593,451,N,25.95577,-80.22747,910002.44247615,590363.358631425,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:32:56 AM,d1f390e1-dbc9-4855-adbb-c5d8644ec286,-8930881.9473,2993604.281
118,3040210000312,9013,Pre-K Intervention,FDLRS - South,5555 SW 93rd Ave, ,Miami-Dade,33165,305-271-5701,,SPC,PK,0,357,AC,25.71688,-80.34454,871970.584520731,503326.07087037,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:54:18 AM,4053d458-34ea-456f-a805-ba733156d515,-8943913.0553,2964057.7387
119,0132310070080,9015,School Board Adm - Annex, ,1500 Biscayne Blvd, ,Miami,33132,305-995-1106,,A,0,0,0, ,25.78977,-80.18951,922850.584824115,530103.547247306,E316899,6/11/2020 9:42:54 AM,E316899,4/4/2023 3:17:48 PM,bad24714-506a-4290-9c03-000642d5345d,-8926655.4778,2973067.014
120,3660030345080,5981,Dr. Edward L. Whigham PLC-E, ,8035 SW 196th St, ,Cutler Bay,33189,305-252-5050,,PLC,0,0,0,S,25.58537,-80.32497,878655.472334955,455560.651817881,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 2:13:08 PM,a6ed868e-fd23-40d1-bcf9-26763320b372,-8941735.299,2947817.5685
121,3050200140010,8131,Dorothy M. Wallace C.O.P.E. Center, ,10225 SW 147th Ter, ,Miami-Dade,33176,305-233-1044,,ALT,6-12,369,28,AC,25.63287,-80.35879,867425.937092498,472771.124281913,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:59:17 AM,df911d4f-fbb8-4b64-b66f-c803219f7c64,-8945499.6726,2953681.9102
122,0431180012680,5201,South Hialeah Elementary, ,265 E 5th St, ,Hialeah,33010,305-885-4556,,E,PK-5,1292,888,C,25.82674,-80.27662,894112.63433335,543373.025147662,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:46:37 PM,ed803db9-34bc-4529-a629-4c2132f78221,-8936352.6746,2977638.1833
123,3039530000133,9237,Transportation Center Central West,Central West,13775 NW 6th St, ,Miami-Dade,33182,305-227-1995,,A,0,0,0, ,25.77325,-80.41842,847554.61649799,523702.186601348,E316899,6/11/2020 9:42:54 AM,E316899,4/5/2023 11:33:26 AM,645e2934-ec8b-4f1e-b4bf-49341ba86644,-8952137.6664,2971025.0842
124,0131140362660,2531,Thena C. Crowder Early Childhood Diagnostic SP ED, ,757 NW 66th St, ,Miami,33150,305-836-0012,,SPC,PK,197,83,AC,25.83546,-80.20989,916044.978673778,546669.852542736,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:54:06 PM,8f71e188-cc3b-488f-ac00-1914b80d552b,-8928924.0977,2978717.0099
125,0421320010020,9571,North Region Office, ,733 E 57th St, ,Hialeah,33013,305-687-6565,,A,0,0,0, ,25.87494,-80.2683,896751.53379181,560909.015691996,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 1:35:02 PM,4be3f182-a387-428a-99bd-cefdaabe5fad,-8935426.6225,2983601.0116
126,3049290010022,7121,John A. Ferguson Senior High, ,15900 SW 56th St, ,Miami-Dade,33185,305-408-2700,,S,9-12,3755,4228,S,25.71266,-80.45107,836901.541800071,501632.291156791,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:10:51 PM,e48c604c-dd65-465c-8dd2-cc22c70599ad,-8955772.2464,2963536.3195
127,3021070034340,3861,North Glade Elementary, ,5000 NW 177th St, ,Miami-Dade,33055,305-624-3608,,E,PK-5,508,219,N,25.93388,-80.28294,891821.693403218,582302.930079922,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:30:00 AM,1561bec0-c7b5-43b8-becd-a1cd88e11706,-8937055.9638,2990894.256
128,3031280340010,3181,Melrose Elementary, ,3050 NW 35th St, ,Miami-Dade,33142,305-635-8676,,E,PK-5,590,514,C,25.80769,-80.24523,904477.649639003,536507.949685268,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 10:24:16 AM,9db3817d-bab8-482b-ba6e-b23eb1c5ccd7,-8932858.4801,2975282.7274
129,0431050000090,1921,Flamingo Elementary, ,701 E 33rd St, ,Hialeah,33013,305-691-5531,,E,PK-5,884,480,N,25.85298,-80.26784,896947.572703991,552927.032964565,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 1:57:19 PM,0c3c4353-34ff-4a60-85d1-c7d0a6e2f4c9,-8935375.32,2980883.9392
131,3060040010042,5951,Whispering Pines Elementary, ,18929 SW 89th Rd, ,Cutler Bay,33157,305-238-7382,,E,PK-5,724,498,S,25.591,-80.33577,875086.64237963,457589.314091772,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:13:41 PM,5f8b9ccb-59fd-4a60-9005-ad1163d99de8,-8942937.1468,2948512.5855
132,3021060040010,6351,Lake Stevens Middle, ,18484 NW 48th Pl, ,Miami-Dade,33055,305-620-1294,,M,6-8,924,517,N,25.94115,-80.28224,892035.741659418,584948.146850385,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:29:29 PM,6435df37-6ac3-4cb3-b357-e946f0f8594e,-8936978.5546,2991794.7222
133,3031150460010,1401,Charles R. Drew K-8 Center, ,1775 NW 60th St, ,Miami-Dade,33142,305-691-8021,,E,PK-8,770,454,C,25.83023,-80.22627,910666.397420768,544736.369532935,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:42:11 AM,32b866d7-4fc1-4323-a395-260732ece765,-8930748.1783,2978070.0027
134,3049150340010,7051,G. Holmes Braddock Senior High, ,3601 SW 147th Ave, ,Miami-Dade,33185,305-225-9729,,S,9-12,3818,2265,S,25.73409,-80.43103,843464.549550183,509450.776668072,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:09:16 PM,5a6a60a3-d61a-490a-9b52-67004914c32f,-8953541.9722,2966184.914
135,3040310000029,9731,"Early Childhood, ESE and Tiitle", ,11001 SW 76th St, ,Miami-Dade,33173,305-995-7243,,SPC,6-8,0,16,AC,25.69832,-80.3729,862663.158976063,496535.241296046,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 12:11:32 PM,78e1f3d8-db69-46cd-9472-9f5080c6e3fd,-8947070.7607,2961764.7647
136,3421170010011,9232,Transportation Center North,North,16150 NW 42nd Ave, ,Miami Gardens,33054,305-625-9086,,A,0,0,0, ,25.9201,-80.2688,896494.67439957,577321.777051285,E316899,6/11/2020 9:42:54 AM,E316899,4/5/2023 11:35:38 AM,ae7f532c-6a86-4f3d-b32d-fab332faa208,-8935482.6072,2989189.2125
137,1079170142780,4031,Gateway Environmental K-8 Learning Center, ,955 SE 18th Ave, ,Homestead,33035,305-257-6000,,E,PK-8,1690,1168,S,25.4609,-80.45073,837391.190184526,410131.708927572,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:09:27 PM,e55d67b5-9e61-475d-b6bf-0768285d4c6f,-8955734.7836,2932463.2075
138,3049200010420,0211,Dr. Manuel C. Barreiro Elementary, ,5125 SW 162nd Ave, ,Miami-Dade,33185,305-229-4800,,E,PK-5,824,538,S,25.7175,-80.45498,835606.422950864,503385.51483842,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 12:07:02 PM,0cab6fb4-9940-416a-b1ad-909a24d64500,-8956207.6663,2964134.1451
139,3040030290010,2331,Charles R. Hadley PLC-A, ,8390 NW 7th St, ,Miami-Dade,33126,305-265-2714,,PLC,0,0,0,C,25.77616,-80.33282,875718.347724222,524890.14436245,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 1:02:51 PM,2a0c20ce-f7f1-4be7-8f96-627e84376ebf,-8942609.0774,2971383.7283
140,3040070000050,5061,Dr. Carlos J. Finlay Elementary, ,851 SW 117th Ave, ,Miami-Dade,33174,305-552-7122,,E,PK-5,626,525,S,25.75919,-80.38155,859710.729149312,518644.254564635,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:59:01 AM,2eafeff7-ecbf-4f57-ace6-b20eb2c53c48,-8948033.7923,2969286.1267
141,3040170000480,4091,Olympia Heights Elementary, ,9797 SW 40th St, ,Miami-Dade,33165,305-221-3821,,E,PK-5,642,325,S,25.73328,-80.35339,869025.721029986,509272.823387906,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:37:21 AM,af0497ba-e652-4b90-a244-18ff6a7c42c4,-8944898.8508,2966084.3817
142,3040030010230,4921,Seminole Elementary, ,121 SW 78th Pl, ,Miami-Dade,33144,305-261-7071,,E,PK-5,842,500,C,25.76924,-80.32337,878842.01492713,522391.793768123,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:44:40 PM,40c2be6a-c031-4c69-a9bd-2b33e13b8880,-8941556.8002,2970528.6208
143,3421040100010,6051,Carol City Middle, ,3737 NW 188th St, ,Miami Gardens,33055,305-624-2652,,M,6-8,1060,419,N,25.94528,-80.26241,898543.687905479,586485.749667816,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:39:50 AM,9fd1a75f-56f1-476b-b5ad-a4707abee70b,-8934771.2015,2992306.0825
144,3049330100190,1811,Dante B. Fascell Elementary, ,15625 SW 80th St, ,Miami-Dade,33193,305-380-1901,,E,PK-5,721,415,S,25.69339,-80.44528,838836.56285787,494638.843726277,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:53:45 AM,60302743-fadf-4c8a-9c6c-008217ec6a29,-8955127.9645,2961156.4143
145,0531190000010,9573,District Office/Charter School, ,1080 La Baron Dr, ,Miami Springs,33166,305-883-0403,,A,0,0,0, ,25.81243,-80.27431,894899.526878085,538177.416822828,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 2:10:31 PM,55be0e88-1cd4-4884-8494-460104573633,-8936096.0884,2975869.0116
146,3069360000280,0073,Mandarin Lakes K-8 Academy, ,12225 SW 280TH St, ,Miami-Dade,33032,305-257-0377,,E,PK-8,1508,652,S,25.50759,-80.39072,857115.175610896,427187.686159462,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 10:18:11 AM,b437cc1f-38e0-4853-b2a5-581a7f78ef96,-8949053.9588,2938221.1797
147,0131330170010,2661,Kensington Park PLC-D, ,1025 NW 30th Ave, ,Miami,33125,305-649-4301,,PLC,0,0,0,C,25.78255,-80.2436,905067.809767556,527371.223404765,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:23:37 PM,06eeff2e-d2a8-4787-b468-6d927e7fc7eb,-8932676.5626,2972173.6485
148,0141030410220,7461,Miami Senior High, ,2450 SW 1st St, ,Miami,33135,305-649-9800,,S,9-12,2613,3035,C,25.77094,-80.23595,907608.579305921,523168.595304847,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:30:35 AM,95690916-8863-4e35-8a70-83351efb5909,-8931825.3329,2970739.3257
149,3069340000020,7631,Miami MacArthur South SH, ,13990 SW 264th St, ,Miami-Dade,33032,305-258-7200,,ALT,6-12,564,94,AC,25.52142,-80.41794,848112.960178509,432172.244244099,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:23:27 AM,b7fd85fc-b9ab-4402-9857-ca5564a2d444,-8952084.9413,2939926.5341
150,0131130000110,7005,iTech@Thomas A. Edison Education Center, ,6101 NW 2nd Ave, ,Miami,33127,305-754-4683,,S,9-12,927,225,C,25.83161,-80.2001,919273.223668784,545288.250493452,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:06:47 PM,dfa680cf-4c7b-450f-bcd4-f80932de72cc,-8927834.4374,2978240.2598
151,3049200201850,0211,Dr. Manuel C. Barreiro Elementary ECC-3, ,16350 SW 47th St, ,Miami-Dade,33185,305-228-4200,,E,PK-5,0,0,S,25.71978,-80.45778,834681.996198002,504209.776215188,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 12:07:24 PM,e028b12c-594a-441b-b73f-af2cbf5a7094,-8956519.0739,2964415.6521
152,0131130890020,3051,Toussaint L'ouverture Elementary, ,120 NE 59th St, ,Miami,33137,305-758-2600,,E,PK-5,682,382,C,25.82946,-80.19389,921321.740278691,544520.181884736,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:07:37 PM,37de8ac5-5251-4dc8-ba88-a7c4efa4ad3f,-8927142.7942,2977974.665
153,3031290000241,7801,George T. Baker Aviation Technical College, ,3275 NW 42nd Ave, ,Miami-Dade,33142,305-871-3143,,O,0,696,0,AC,25.80419,-80.26356,898452.875233393,535202.249844052,E316899,6/11/2020 9:42:54 AM,E316899,3/31/2023 3:53:56 PM,44e645a6-85d7-497d-a9fe-4abe0b21e239,-8934899.4099,2974850.1541
154,1078130580010,2941,Laura C. Saunders Elementary, ,505 SW 8th St, ,Homestead,33030,305-247-3933,,E,PK-5,819,490,S,25.46301,-80.484,826410.473118298,410855.173120245,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:52:25 PM,9ebd74b3-d7ad-4235-97d4-9436b85b6ce5,-8959438.5574,2932723.5237
155,0622290000140,5005,David Lawrence Jr. K-8 Center PLC South Campus,David Lawrence Jr. K-8 Center,12175 NE 12th Ct, ,North Miami,33161,305-892-7080,,PLC,0,0,0,N,25.88761,-80.17363,927850.279164772,565696.139664456,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 2:04:52 PM,68a82241-dee2-49e1-8a71-1e06e636ffcc,-8924888.4445,2985167.7135
156,0530130010960,7511,Miami Springs Senior High, ,751 Dove Ave, ,Miami Springs,33166,305-885-3585,,S,9-12,2011,1026,C,25.83038,-80.29467,888168.028887816,544663.901308864,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:31:45 AM,9802a8ee-04de-4903-a2c8-50d69dbf3278,-8938362.0003,2978088.3984
